 angle,col_dark,col_light,pht_dark,pht_light
50,0.9970954061,0.5645965338,0.6419934034,0.8545411229
52,1.0254818201,0.4981254935,0.3305588961,0.9781807065
54,1.2057230473,0.5779538751,0.6493939161,0.8949231505
56,1.055793643,0.4242393374,0.4620983601,0.3479709625
58,0.8880026937,0.510510385,0.5810490251,0.5755249262
60,0.8519175053,0.3881309927,0.4233870804,0.4852972925
62,0.8103064299,0.4740062654,0.486371398,1.020457983
64,0.8182163239,0.4783793092,0.4089557827,0.6795502901
66,0.8372634053,0.4611986876,0.4782891273,0.5824596882
68,0.6805883646,0.3591311872,0.4097353518,0.5016983151
70,0.6424183249,0.3345515132,0.5073651075,0.5252869129
72,0.5908314586,0.4097338617,0.4944010675,0.3864572942
74,0.5871673226,0.3711748719,0.371317178,0.4658443332
76,0.6022654772,0.2697588503,0.2731865644,0.3585399091
78,0.5908655524,0.3220208287,0.2738944888,0.1346361339
80,0.5452264547,0.3755019009,0.391097039,0.3077846169
82,0.4577047527,0.3410891891,0.4587460756,0.1436570883
84,0.4557353556,0.3680742979,0.5709639192,0.2812920213
86,0.5040041208,0.3425700665,0.4387437403,0.2899478376
88,0.5181375742,0.3820143342,0.5134824514,0.3382820189
-90,0.7371263504,1.1780914068,5.8408708572,2.2196903229
-88,0.6168884635,0.3952014744,0.7968935966,0.1503059268
-86,0.4846668243,0.3337813914,0.2882733047,0.3624383807
-84,0.5568922162,0.2811148167,0.2426916659,0.1794748902
-82,0.697419703,0.3913489282,1.0697631836,0.3404459357
-80,0.6268917322,0.4827699959,0.3087927997,0.232877776
-78,0.7417090535,0.3605330288,0.5979973078,0.4953798354
-76,0.8533111811,0.4669360518,0.8525717258,0.5467567444
-74,0.731564939,0.424982816,0.6385018229,0.5324496031
-72,0.8709215522,0.5411621928,1.1515390873,0.4223587215
-70,0.7852495909,0.2782183588,0.4002337754,0.507221818
-68,0.8139668703,0.6806502938,1.1999160051,0.9160048366
-66,1.0269014835,0.7078111172,1.0191620588,0.4970325828
-64,1.0121465921,0.6587361097,1.6175707579,1.2591986656
-62,1.1099047661,0.548527658,0.4014687836,0.5254837871
-60,1.195417881,0.7725178003,0.7353022099,0.5965947509
-58,1.0660834312,0.6952109933,0.3380728066,0.9118930101
-56,1.2206201553,1.1549650431,2.2367215157,1.3766900301
-54,1.1613534689,0.8382826447,0.0746314004,1.2386695147
-52,0.9721593261,0.9204029441,0.4144718349,1.2817413807
-50,1.2080258131,1.1001791954,0.8213899732,0.805434525
-48,1.1915955544,1.1611132622,0.5094154477,0.5994088054
-46,1.3455160856,1.3253024817,3.5339858532,2.2988228798
-44,1.1722075939,1.1260573864,0.3104450405,1.0129505396
-42,1.3554514647,1.2188133001,0.7923520803,1.3745385408
-40,1.2040038109,1.2921625376,0.9909002781,1.9972909689
-38,1.3584296703,1.6692671776,0.3168849051,1.6564840078
-36,1.4437561035,1.6569471359,1.8963973522,2.2270345688
-34,1.4818309546,1.4561789036,0.2918888032,1.488981843
-32,1.3546352386,1.6203743219,0.3788401783,2.0219213963
-30,1.3071209192,1.2456377745,0.6914098859,2.5244898796
-28,1.2330124378,1.7780683041,2.076315403,2.8243234158
-26,1.5025427341,1.7615400553,1.3787415028,2.5109570026
-24,1.36241436,1.4720818996,0.8185333014,2.1819412708
-22,1.2184076309,1.7174402475,0.4244558513,2.1211998463
-20,1.4187039137,2.0805983543,1.0521460772,1.7647204399
-18,1.4564129114,2.2783696651,0.9966376424,2.3558316231
-16,1.4496479034,1.8331393003,0.7694140673,2.3355998993
-14,1.7488734722,2.2778379917,1.0577734709,3.2587869167
-12,1.367595315,1.9669604301,0.6614482403,1.9700672626
-10,1.1644271612,1.9121068716,1.2505176067,2.2229104042
-8,1.1761572361,1.4775546789,0.7850205302,2.1466333866
-6,1.117321372,1.604144454,0.3600893319,2.0012247562
-4,1.2280000448,1.614030242,0.7853563428,1.7105984688
-2,1.5702652931,1.8277708292,0.2342101634,1.4583249092
1.27222193825778E-013,2.590723753,2.3575534821,4.3774104118,2.7727646828
2,1.4166059494,1.7296179533,0.2341729403,1.8069797754
4,1.0608589649,1.3395271301,0.8922195435,1.5500298738
6,1.2632781267,1.3447673321,0.7427968979,1.6376333237
8,1.2270171642,1.8126863241,1.427537322,1.5305986404
10,1.2916665077,1.5596740246,0.3593966067,1.576325655
12,1.5189009905,1.2192742825,2.3864564896,2.0651860237
14,1.2631605864,1.4352567196,0.9654785395,1.3419727087
16,1.2432767153,1.6305034161,0.6882563829,1.5341464281
18,1.2165262699,1.61774683,1.2903113365,1.3115164042
20,1.4162826538,1.5145574808,0.9866548777,1.2731509209
22,1.3810454607,1.952554822,1.4522377253,1.0419338942
24,1.4732549191,1.9283134937,1.0979405642,1.103323698
26,1.3449523449,1.624448657,2.4150593281,1.4714347124
28,1.4474493265,1.5407265425,0.9815849066,1.0333725214
30,1.2282851934,1.5536583662,1.0197974443,0.5706558228
32,1.3306424618,1.1678150892,0.6499859095,0.3873212337
34,1.3616862297,1.4768476486,2.2727353573,0.9213981032
36,1.1203004122,1.0496784449,0.8191666603,0.4838363826
38,1.1210384369,1.1784507036,1.1884565353,0.944211781
40,1.3438858986,1.1479669809,1.3046293259,0.4376784563
42,1.3046542406,0.8160299659,1.048619628,0.4616003633
44,1.7036966085,1.0822679996,5.7357110977,1.3108657598
46,1.2379410267,0.8852330446,0.9364548326,0.5268946886
48,1.3051515818,0.9091797471,1.4850963354,0.4937556088
50,1.0011888742,0.8597814441,0.7123754025,0.3253374696
52,1.1438201666,0.8090968728,1.3931879997,0.2619511187
54,1.1760715246,0.9036185741,2.0549247265,0.9821285605
56,1.0005161762,0.6968417168,1.170369029,0.2650574446
58,0.8693563938,0.8726486564,1.3572622538,0.3502610922
60,0.8781039715,0.6009439826,0.9544562697,0.3622294664
62,0.6638780832,0.6925937533,2.0892903805,0.6752479672
64,0.7702907324,0.5024678707,0.8497161865,0.2316655219
66,0.8056082129,0.7264191508,1.5031343699,0.5787197351
68,0.5901914239,0.4126659334,0.3298023045,0.1391998082
70,0.6703162193,0.5659268498,0.9714178443,0.5357961655
72,0.8130534887,0.4801746905,0.639560163,0.2796182036
74,0.7489835024,0.6052481532,1.0445218086,0.3284124434
76,0.632178545,0.4019874334,1.3358888626,0.2112867087
78,0.6300200224,0.4459586442,0.4636344016,0.1048684716
80,0.5931743979,0.4963907599,1.0338300467,0.405726999
82,0.5163653493,0.3930883706,0.7617304921,0.0893801227
84,0.4668592811,0.4255012274,0.5054780245,0.2275996506
86,0.5289256573,0.3164178133,0.468783617,0.2340946645
88,0.5712656379,0.3329698443,0.1924527138,0.3596451283
-90,0.7163887024,0.7470796704,1.3267843723,4.9649853706
-88,0.4204549193,0.3288879097,0.4447399676,0.3423394859
-86,0.5102935433,0.3867918551,0.5206301808,0.0655002892
-84,0.5124821067,0.3535115421,0.5845211744,0.2993285656
-82,0.4408459365,0.45409289,0.3621166646,0.4227600098
-80,0.5000098944,0.4611566961,0.3564547002,0.2305794954
-78,0.4829096794,0.4768215418,0.4788234234,1.1674576998
-76,0.5591422319,0.6743611097,0.817756474,1.0835666656
-74,0.4929605126,0.7658516765,0.4833555818,0.8749728203
-72,0.6795783639,0.7874130607,0.8390558362,0.8369310498
-70,0.5571683049,0.8329620361,0.7704914808,0.2391612232
-68,0.7070866823,1.0423694849,0.7492604256,1.1765253544
-66,0.8468769193,0.8847667575,0.5795276761,0.2251113206
-64,0.7074801922,0.9263501763,1.204410553,1.6386855841
-62,0.7309129238,0.9184976816,0.9675778151,0.474393934
-60,0.876115799,0.7852601409,1.1829437017,1.4075039625
-58,0.6451874375,1.0152529478,1.0482106209,1.2792768478
-56,0.7422761321,1.0319881439,1.5680027008,1.6956295967
-54,0.6766887307,1.039403677,0.9713650942,0.5889873505
-52,0.6972414255,0.9981791973,1.407853961,1.0172442198
-50,0.6725698709,1.2089948654,1.1881489754,1.6094026566
-48,0.9071368575,1.347761035,1.2093420029,0.7543429732
-46,1.200874567,1.7439329624,1.7044200897,3.4476263523
-44,0.8604854345,1.1535761356,0.9131675363,0.6121616364
-42,0.8125296831,1.2117437124,1.2266870737,1.4729729891
-40,0.8154544234,1.2896455526,1.0895578861,2.1664936543
-38,0.826395452,1.2332161665,1.1941231489,0.8201440573
-36,0.9130482674,1.3714934587,1.5508755445,2.8230874538
-34,1.0199612379,1.4007675648,1.3592730761,1.1459439993
-32,1.0029046535,1.694494009,1.141019702,1.2572623491
-30,1.1092165709,1.7391401529,1.7955704927,1.8997763395
-28,1.0803419352,1.7112891674,1.5782756805,3.1103127003
-26,1.2823656797,1.7974842787,1.7022182941,1.7109562159
-24,1.1311488152,1.698355794,1.6452950239,0.7715957165
-22,1.0757021904,1.9359791279,1.5919026136,0.7526330352
-20,1.037935257,1.7882959843,1.7668191195,1.6079316139
-18,1.1621695757,1.9597188234,1.5510451794,1.483856678
-16,1.0821433067,1.6682761908,1.7154536247,0.9884331226
-14,1.0119489431,1.8243041039,2.644813776,1.5084991455
-12,0.9445558786,1.6423283815,2.0167512894,0.4707688391
-10,0.9322933555,1.5246876478,2.0982236862,0.8326650262
-8,1.0337184668,1.4458565712,1.8835772276,0.6215658188
-6,1.2498505116,1.626044035,1.8101724386,2.1850342751
-4,1.4265345335,1.4119073153,1.9052622318,1.0337791443
-2,1.5820246935,1.5863621235,2.2141602039,0.2118016332
1.27222193825778E-013,2.8186271191,2.7604086399,3.5257482529,3.9617307186
2,1.5303406715,1.7057760954,1.6058125496,0.6994518638
4,1.5798401833,1.5507172346,1.429962039,0.9192078114
6,1.3733346462,1.526299119,1.1061578989,0.6424398422
8,1.5618942976,1.8462804556,1.4243278503,1.6243958473
10,1.5353645086,1.7399303913,1.4111324549,1.5531371832
12,1.6411442757,1.7088391781,1.4271651506,2.5665342808
14,1.9010505676,1.8848770857,1.1721407175,0.8747776151
16,2.0380544662,2.213196516,1.207678318,1.437214613
18,2.0030648708,1.9705643654,1.2497507334,1.440032959
20,2.0553915501,1.7557940483,1.1049021482,0.998765409
22,1.7276768684,1.6544140577,1.395694375,0.9732729793
24,2.1503548622,1.5793657303,1.3376128674,1.2412191629
26,2.2878549099,1.528678894,1.1035476923,2.2115478516
28,1.9122745991,1.3899151087,1.2281386852,1.1474326849
30,1.6925518513,1.3552671671,1.2050189972,1.5930593014
32,1.9354269505,1.1435998678,0.9150854349,0.9667766094
34,1.7827043533,1.1844385862,1.018153429,1.5672440529
36,1.5045773983,1.0218548775,0.8805282712,0.4489421546
38,1.65886271,1.1200979948,0.874751687,0.363137871
40,1.4938857555,0.9660305977,0.8295613527,0.56645298
42,1.4988806248,0.948580265,0.8358865976,0.527749598
44,1.7063776255,0.9805967212,1.0145120621,2.2278046608
46,1.3056445122,0.7931439281,0.7879523039,0.7659696341
48,1.4411625862,0.8117929101,0.8064168692,0.7461281419
50,1.1859763861,0.69033885,0.832885623,0.5010164976
52,1.3596746922,0.5890771747,0.6824864745,0.614667356
54,1.4706143141,0.6656607389,0.9369820952,1.7432743311
56,1.426487565,0.5325838923,0.6777473092,0.264516443
58,1.2450412512,0.6807581782,0.7612552643,0.6928959489
60,1.2019894123,0.4420678318,0.4784429371,0.3042976856
62,1.1101295948,0.5157397985,0.7384155393,1.5303294659
64,0.9930514097,0.4191870391,0.6767029166,0.7255422473
66,0.8777250648,0.34999156,0.7060608864,1.08867383
68,0.6894184947,0.388440907,0.3980740011,0.1841972172
70,0.6575388908,0.4148415923,0.5691700578,0.8969142437
72,0.6738078594,0.3918511569,0.5755034685,0.4881315231
74,0.6730020046,0.386442095,0.6805330515,0.3858886659
76,0.6263139248,0.3644635677,0.5694228411,0.4444145858
78,0.6234775186,0.45157969,0.522505343,0.6544719338
80,0.5614264607,0.3624619544,0.534483254,0.3171459734
82,0.4439198673,0.2841848433,0.3448826373,0.3110781312
84,0.5292384028,0.3263452947,0.3627547622,0.6872426867
86,0.5081065893,0.353723824,0.3757123053,0.3831236362
88,0.3313067853,0.3231466711,0.5183022022,0.3877640069
-90,0.4607211947,0.6941733956,3.3746659756,1.5270731449
-88,0.3993203044,0.2104431987,0.4180426896,0.1593317688
-86,0.4385299683,0.3073066175,0.2306065112,0.341832757
-84,0.4403878152,0.1359705925,0.4320731461,0.135633409
-82,0.4353370368,0.2769736052,0.3152520359,0.2225142568
-80,0.5125203729,0.2839508057,0.2635634542,0.2941655219
-78,0.443655014,0.2739419043,0.2330818772,0.2325697988
-76,0.5707986951,0.370844245,0.7958985567,0.3693315387
-74,0.5855031013,0.2801925242,0.3235720098,0.3181867599
-72,0.7297360897,0.3710983098,0.6425635219,0.3081526756
-70,0.682218492,0.4350636005,0.1821641922,0.2530728877
-68,0.6935504675,0.6215391159,0.7116542459,0.5144912004
-66,0.7521100044,0.5782988667,0.3228863776,0.3457955122
-64,0.8766638041,0.994084239,0.7326958179,0.4618107975
-62,0.7896401286,0.9978550673,0.507999301,0.6162463427
-60,0.8272161484,1.4765111208,0.8185976744,0.6265967488
-58,0.9777595401,1.7171438932,0.3568811715,0.3888706863
-56,1.0318363905,1.7536753416,0.6149625778,0.7930829525
-54,1.0672409534,1.6839042902,0.4368388355,0.6708969474
-52,1.1288218498,1.7111320496,0.5056949854,0.6973751187
-50,1.2578858137,1.7592948675,0.5013050437,0.9422641397
-48,1.3146166801,2.1977598667,0.5588944554,0.9855338335
-46,1.5238165855,3.1908490658,1.9601886272,1.5883318186
-44,1.2178504467,2.5158061981,0.3568929136,1.0201812983
-42,1.2578862906,2.6501605511,0.3403919339,0.9670982361
-40,1.0501978397,2.1410822868,1.0080404282,1.2996102571
-38,1.1509621143,1.9416786432,0.1895625144,1.0786378384
-36,1.0974960327,2.1261913776,0.8083687425,1.1781681776
-34,1.080083847,2.255014658,0.4714627862,0.880004406
-32,1.1426090002,1.5031261444,0.6453422904,1.276286006
-30,1.1345384121,1.4078700542,1.1190826893,1.5285615921
-28,1.3187272549,1.9162458181,1.1497890949,1.9694662094
-26,1.4716813564,1.6819676161,0.9285200834,2.0090930462
-24,1.2816728354,1.9015966654,0.5816383958,1.7433148623
-22,1.385615468,1.5863159895,0.3839134574,1.3331278563
-20,1.3997973204,1.9873566628,0.9526753426,1.8143699169
-18,1.5391213894,2.6635289192,0.7288858294,2.2085511684
-16,1.6239820719,2.6008183956,1.0875688791,2.293637991
-14,1.6683616638,2.3022785187,0.8518126011,2.4271802902
-12,1.6341933012,2.0354542732,0.6584288478,1.7312363386
-10,1.4071147442,1.6531395912,0.7818623781,1.4794942141
-8,1.3103148937,1.5308849812,0.9238957167,1.3275114298
-6,1.4940274954,1.3706251383,0.7559475899,1.3923139572
-4,1.37193048,1.8472226858,1.1111427546,1.378213048
-2,1.9092952013,1.9568920135,1.0267412663,1.8597741127
1.27222193825778E-013,2.0206401348,2.2131919861,5.3059239388,4.3139486313
2,1.4324316978,1.4721131325,1.254196763,1.8343420029
4,1.4309004545,1.1315145493,0.7864341736,1.6855108738
6,1.6045980453,1.0998023748,0.7658433318,1.424328208
8,1.3748136759,1.1157135963,1.070653677,1.7120877504
10,1.6187130213,1.2522667646,1.2001172304,2.0286288261
12,2.0884530544,1.4335215092,1.5635493994,2.204767704
14,1.6475924253,1.2507076263,1.8786919117,2.4338779449
16,1.5033332109,1.3263171911,2.7297945023,2.8827362061
18,1.2981868982,1.5181405544,2.7371630669,3.3184394836
20,1.4858217239,1.346604228,2.2176194191,2.100206852
22,1.2843624353,1.0441896915,2.8315429688,2.1910736561
24,1.3145625591,1.5231478214,2.4881100655,2.1815683842
26,1.3446685076,1.1751908064,2.5678663254,1.5984205008
28,1.0182949305,1.2270059586,2.5088050365,1.8453382254
30,1.2555128336,1.0395505428,2.0609436035,1.5163668394
32,1.3586633205,0.9404357672,1.2645787001,1.7336405516
34,1.2647131681,0.8923251629,2.6153154373,1.7186948061
36,1.0281277895,0.8616384864,1.2106698751,1.4674209356
38,0.9914737344,0.7276958823,2.470225811,1.0866341591
40,1.0902585983,0.5408863425,2.2337677479,0.7676855922
42,1.0677868128,0.6437618732,1.3732908964,0.8992160559
44,1.4321942329,0.7933714986,4.689467907,1.3012607098
46,1.1863069534,0.704490602,1.3748837709,0.571728766
48,1.0199315548,0.5567281246,1.5012696981,0.6018865108
50,1.1492800713,0.5539165139,0.8732563257,0.6365045309
52,1.0637363195,0.4851557016,0.8615828753,0.46517241
54,1.2045609951,0.429268688,1.7386722565,0.6412454247
56,1.0696773529,0.4895763099,0.7978913188,0.4198786616
58,1.11061728,0.4799049199,1.7658998966,0.5747894049
60,1.2060462236,0.3084354699,0.5868592858,0.455307126
62,1.1343306303,0.3562220633,1.3169215918,0.5037094951
64,1.4866125584,0.3194050491,0.797529459,0.3231002092
66,1.3038794994,0.3500264585,0.9840144515,0.5169500113
68,0.885931313,0.2113859504,0.6068589687,0.256996423
70,1.0595322847,0.2730993927,0.891186893,0.317502141
72,1.0456571579,0.1981304884,0.5911114812,0.3243408799
74,0.840890646,0.3062086403,0.7014167905,0.3302242458
76,0.7009983659,0.2072721124,0.7274333239,0.2602653205
78,0.5661400557,0.2689596117,0.3573483229,0.2841032445
80,0.4668499231,0.3180943131,0.5483070612,0.2459254712
82,0.4634678364,0.1991038173,0.3544848561,0.2279613018
84,0.4143249989,0.1730780154,0.2100819051,0.3583870232
86,0.3162193596,0.1748255789,0.3116976023,0.2057538629
88,0.4615591168,0.1703544259,0.1746703088,0.2430799752
-90,1.2723554373,0.8797097206,2.5011343956,2.0406577587
-88,0.7792159915,0.2531896532,0.3588154614,0.5091030002
-86,0.6118674278,0.2300344259,1.0298669338,0.4313676953
-84,0.5743324757,0.1853792965,0.3103473783,0.2590423524
-82,0.7024893761,0.2883271873,0.6620185971,0.3255721927
-80,0.5990817547,0.3774568439,0.4175807834,0.2710930705
-78,0.5609115958,0.3258369267,0.6564314961,0.4002405405
-76,0.7263249755,0.4577099979,0.7121701241,0.4158165753
-74,0.7308722734,0.4135304689,0.4987676144,0.3092870712
-72,0.870385468,0.3476937413,0.4945213497,0.4550455809
-70,0.7548792362,0.3045581579,0.3249352574,0.4549818635
-68,0.6522152424,0.5185101628,0.798145771,0.5697303414
-66,0.7194788456,0.4294527769,0.5378627181,0.6057965159
-64,0.7625734806,0.5589792132,0.8483543992,0.6204143763
-62,0.7446349263,0.65149647,0.6789393425,0.7318672538
-60,0.9121402502,0.653950274,0.6702931523,0.9294140339
-58,0.8243198991,0.3876235783,0.386079371,0.5248786211
-56,0.9413047433,1.0091538429,1.232475996,0.9075053334
-54,0.8407796621,0.6958071589,0.5388639569,0.5859985948
-52,0.8673203588,0.7133421898,0.9802042246,0.5203690529
-50,0.8862957358,0.7027547956,1.1313102245,0.8437713981
-48,0.9448328614,0.7536531687,0.8677024245,0.5338432789
-46,1.4062837362,0.850395143,2.0615186691,1.0368305445
-44,0.7381033897,0.9697004557,0.8077674508,0.7642003894
-42,0.8319823146,0.8875184059,1.0495342016,0.6647347212
-40,0.9084837437,1.0078377724,0.9569839239,0.8086599112
-38,0.83101964,0.841247201,1.0310784578,0.6540274024
-36,1.051287055,0.739594996,1.273457408,0.8497549295
-34,0.908450067,0.9081110358,0.9237784147,0.9524794817
-32,0.8938689232,1.0770691633,1.0199332237,0.8434205055
-30,0.8844509721,1.1438714266,0.7848977447,1.0359556675
-28,0.8827922344,1.1532561779,1.2818937302,1.5249931812
-26,1.0792872906,1.3065874577,1.3048890829,1.5321446657
-24,1.065430522,1.3132663965,1.0092321634,0.9828116894
-22,0.9502065182,1.6379122734,0.854019165,1.4041804075
-20,1.3041229248,1.6793675423,1.0253410339,1.0714188814
-18,1.3857280016,1.6623061895,0.7869488597,1.6543450356
-16,1.2138946056,1.5758827925,1.1139119864,2.0148310661
-14,1.1535924673,1.7049977779,1.2182815075,1.8894482851
-12,1.0533514023,1.750726223,0.4992847443,1.3603686094
-10,1.1442347765,1.6157132387,1.388573885,1.3303422928
-8,0.9808092713,1.5535449982,1.0580407381,1.627045989
-6,1.0620105267,1.8824850321,1.3320587873,1.5348279476
-4,1.3209472895,1.7698107958,1.1890357733,1.5848654509
-2,1.3756412268,1.8233283758,1.3294621706,2.1794052124
1.27222193825778E-013,2.4305007458,2.87541008,2.4517433643,2.6198916435
2,1.376896143,1.9014695883,1.1644130945,1.4927521944
4,1.1540203094,2.169567585,1.1891169548,1.7915130854
6,1.1660629511,1.8506553173,1.138655901,1.7273974419
8,1.2474324703,2.0522427559,1.3163621426,1.7453107834
10,1.3528959751,2.7235965729,0.8105477095,1.65549016
12,1.3356509209,2.9944972992,1.1294519901,2.0862441063
14,1.4840561152,2.7352464199,1.3533273935,2.1945514679
16,1.4893181324,2.7277333736,1.2245298624,1.2973674536
18,1.662588954,2.2620234489,0.7106990218,1.8210133314
20,1.442317605,2.0816435814,1.2178601027,1.8342605829
22,1.4433660507,2.0828270912,1.1804773808,1.3478437662
24,1.729092598,2.0696184635,1.2329626083,1.6216652393
26,1.4639712572,2.1278808117,1.6977485418,1.9491699934
28,1.4057103395,1.9636323452,1.3979130983,1.9345347881
30,1.5336002111,1.6816244125,1.6138061285,1.3133330345
32,1.4421168566,1.6065315008,1.5054427385,1.8276746273
34,1.2566672564,1.5588163137,1.9448984861,1.6338639259
36,1.3440508842,1.4099313021,1.4481906891,1.5397086143
38,1.4251692295,1.6854587793,1.9213280678,2.1202638149
40,0.904594183,1.3825780153,1.7487543821,1.8036378622
42,1.0772610903,1.161298275,1.9076627493,1.481782794
44,1.4120194912,1.5539462566,4.1747922897,2.423065424
46,1.2335796356,0.9479795694,1.3265608549,1.3017044067
48,1.1895512342,0.9042849541,1.3518354893,1.3372117281
50,1.1225949526,0.7075531483,1.6071338654,1.136611104
52,1.1813136339,0.7741181254,1.3652610779,0.9048500657
54,1.2798843384,0.7706176639,1.3108189106,1.1678369045
56,1.3743300438,0.5375159383,0.6985372901,1.149064064
58,1.4549729824,0.6922410727,1.4194051027,1.0357459784
60,1.2713474035,0.6783380508,1.4266525507,0.654183507
62,1.5380922556,0.6863051057,1.2972985506,0.992872715
64,1.6536649466,0.5206574798,1.4415448904,0.5426697135
66,1.6476196051,0.5763341188,1.3403404951,1.0002629757
68,1.4233649969,0.3664297462,0.5313979387,0.5684450865
70,1.1336212158,0.3735025823,0.9621622562,0.5783421397
72,1.3114759922,0.3819443882,1.0326943398,0.5977934003
74,0.971967876,0.329464227,0.7049255371,0.5139499307
76,1.010656476,0.3594273031,1.3558394909,0.4442206919
78,0.8532791138,0.2042088956,0.956376195,0.3571911156
80,0.9762650132,0.3445565999,0.4890938699,0.3823008835
82,0.8398174644,0.3313104808,0.5205218196,0.2200573087
84,0.8888435364,0.3163369894,0.665111959,0.4766010046
86,0.7558474541,0.2342321724,0.4577916563,0.4402786195
88,0.6039590836,0.3117305636,0.3212664723,0.388581723
-90,0.9116093516,0.5188535452,,
-88,0.680750668,0.199461177,,
-86,0.8063971996,0.2272019684,,
-84,0.5342289805,0.1862705946,,
-82,0.6904476881,0.3462146223,,
-80,0.9500270486,0.304836303,,
-78,1.1370222569,0.3097673059,,
-76,1.2251480818,0.4183758199,,
-74,1.1756460667,0.4089269638,,
-72,1.167735815,0.4069673717,,
-70,1.1575928926,0.3651928306,,
-68,1.298332572,0.4072371423,,
-66,1.2715580463,0.4265375435,,
-64,1.5599373579,0.5690965056,,
-62,1.3394590616,0.5605916381,,
-60,1.4275152683,0.7907788157,,
-58,1.5568195581,0.8131540418,,
-56,1.577895999,1.090693593,,
-54,1.227445364,1.2490557432,,
-52,1.2726904154,1.2557666302,,
-50,1.340845108,1.3159006834,,
-48,1.5822542906,1.4849467278,,
-46,1.9401392937,2.0455384254,,
-44,1.4680510759,1.8733359575,,
-42,1.5989301205,2.003182888,,
-40,1.6605613232,1.803050518,,
-38,1.7308273315,1.7082037926,,
-36,1.7004350424,1.9797298908,,
-34,1.560016036,2.1531455517,,
-32,1.5345224142,2.1029293537,,
-30,1.4813752174,2.4130210876,,
-28,1.6232714653,2.4589860439,,
-26,1.7495728731,2.7370193005,,
-24,1.4832161665,2.2929661274,,
-22,1.5120447874,1.9195649624,,
-20,1.3065021038,1.9377534389,,
-18,1.7524549961,1.9726141691,,
-16,1.7323008776,1.6955468655,,
-14,1.5244966745,2.0999543667,,
-12,1.521140337,2.0834743977,,
-10,1.4985929728,1.8827527761,,
-8,1.2273539305,1.9166935682,,
-6,1.6394572258,2.0334615707,,
-4,1.6093654633,1.9620462656,,
-2,1.6205691099,2.3137259483,,
1.27222193825778E-013,2.6204199791,3.622481823,,
2,1.3323386908,1.8639367819,,
4,1.1581412554,1.4307357073,,
6,1.112090826,1.6530985832,,
8,1.1160197258,1.7597869635,,
10,1.0794223547,1.8938369751,,
12,1.469956398,2.4642260075,,
14,1.2472727299,2.1180870533,,
16,1.415771842,1.4939012527,,
18,1.2469542027,1.5909473896,,
20,1.0721262693,1.4147810936,,
22,1.0209109783,1.2757005692,,
24,1.023391366,1.3590629101,,
26,0.9734863043,1.1661282778,,
28,0.9835867882,1.0558457375,,
30,0.865668714,0.8688623309,,
32,0.7938081026,0.7498975992,,
34,0.890922904,0.7753067613,,
36,0.9123865366,0.630921483,,
38,0.7372784615,0.6014957428,,
40,0.8663945794,0.5235542655,,
42,0.9265269637,0.5400814414,,
44,1.123426199,0.6353797913,,
46,0.7736484408,0.5875033736,,
48,0.5938907266,0.3677393794,,
50,0.6392210722,0.4830925167,,
52,0.6265308261,0.363462925,,
54,0.6937463284,0.4899795949,,
56,0.7214203477,0.5089170337,,
58,0.6404992938,0.4239233136,,
60,0.6187770963,0.3730205595,,
62,0.5454480052,0.3722248673,,
64,0.4982613325,0.4244719744,,
66,0.5300781727,0.4774760902,,
68,0.4018907845,0.3170856237,,
70,0.4151475132,0.3083748519,,
72,0.362611413,0.4117234051,,
74,0.3868538141,0.2525301874,,
76,0.4811055064,0.1966648251,,
78,0.4772793353,0.218733266,,
80,0.4301931858,0.249929294,,
82,0.398765862,0.1246545836,,
84,0.4307279587,0.1717996597,,
86,0.4062143564,0.203008011,,
88,0.5728305578,0.1411029845,,
