Distance_From_Tip,Intensity,Reporter
0.5628,711.3337,zat12
0.5556,564.4053,zat12
0.5484,525.6842,zat12
0.5411,588.0009,zat12
0.5339,654.02,zat12
0.5267,715.17,zat12
0.5195,738.34,zat12
0.5123,767.13,zat12
0.5051,822.32,zat12
0.4979,864.74,zat12
0.4906,824.29,zat12
0.4834,748.31,zat12
0.4762,650.94,zat12
0.469,657.7,zat12
0.4618,757.91,zat12
0.4546,837.63,zat12
0.4473,818.66,zat12
0.4401,732.64,zat12
0.4329,680.53,zat12
0.4257,624.68,zat12
0.4185,553.16,zat12
0.4113,502.5,zat12
0.4041,486.45,zat12
0.3968,496.67,zat12
0.3896,563.93,zat12
0.3824,660.09,zat12
0.3752,690.16,zat12
0.368,637.65,zat12
0.3608,585.56,zat12
0.3536,576.24,zat12
0.3463,579.88,zat12
0.3391,617.83,zat12
0.3319,634.52,zat12
0.3247,581.65,zat12
0.3175,543.14,zat12
0.3103,446.94,zat12
0.303,427.51,zat12
0.2958,571.53,zat12
0.2886,751.57,zat12
0.2814,954.4649,zat12
0.2742,1098.2622,zat12
0.267,988.4629,zat12
0.2598,804.9796,zat12
0.2525,699.9688,zat12
0.2453,767.3181,zat12
0.2381,847.1941,zat12
0.2309,936.3882,zat12
0.2237,966.5411,zat12
0.2165,913.3271,zat12
0.2093,896.8649,zat12
0.202,968.6029,zat12
0.1948,1009.0443,zat12
0.1876,1121.5332,zat12
0.1804,1287.1975,zat12
0.1732,1434.5894,zat12
0.166,1372.9281,zat12
0.1587,1295.8768,zat12
0.1515,1356.6188,zat12
0.1443,1536.7421,zat12
0.1371,1547.3489,zat12
0.1299,1410.7053,zat12
0.1227,1229.5978,zat12
0.1155,1059.3164,zat12
0.1082,949.528,zat12
0.101,950.3938,zat12
0.0938,1070.7275,zat12
0.0866,1287.8467,zat12
0.0794,1666.427,zat12
0.0722,2194.5173,zat12
0.065,2636.2795,zat12
0.0577,3158.6399,zat12
0.0505,3812.1169,zat12
0.0433,4358.4956,zat12
0.0361,4365.9019,zat12
0.0289,3853.738,zat12
0.0217,3127.2126,zat12
0.0144,2398.918,zat12
0.0072,1963.3833,zat12
0,1858.5173,zat12
0.3319,426,zat12
0.3247,453.9957,zat12
0.3175,409.137,zat12
0.3103,346.4426,zat12
0.303,277.9065,zat12
0.2958,261.5163,zat12
0.2886,283.5085,zat12
0.2814,305.7265,zat12
0.2742,332.5915,zat12
0.267,323.5635,zat12
0.2597,267.872,zat12
0.2525,281.5027,zat12
0.2453,294.2277,zat12
0.2381,299.0184,zat12
0.2309,324.1688,zat12
0.2237,393.6214,zat12
0.2165,530.4107,zat12
0.2092,605.7299,zat12
0.202,452.0862,zat12
0.1948,362.8251,zat12
0.1876,424.7756,zat12
0.1804,684.4227,zat12
0.1732,1280.4989,zat12
0.166,2084.2634,zat12
0.1587,2475.2651,zat12
0.1515,2815.1685,zat12
0.1443,3115.2693,zat12
0.1371,3421.4084,zat12
0.1299,3756.2563,zat12
0.1227,4255.0024,zat12
0.1154,4508.8911,zat12
0.1082,4832.085,zat12
0.101,5191,zat12
0.0938,5711.3198,zat12
0.0866,6370.96,zat12
0.0794,6689.6001,zat12
0.0722,6527.8799,zat12
0.0649,6290,zat12
0.0577,4853.96,zat12
0.0505,3732.76,zat12
0.0433,3017.3601,zat12
0.0361,2551.6001,zat12
0.0289,2009,zat12
0.0217,1634.16,zat12
0.0144,1431.16,zat12
0.0072,1274.5601,zat12
0,1043.72,zat12
0.671,1921,zat12
0.6638,1511.2853,zat12
0.6566,1568.1897,zat12
0.6494,1679.166,zat12
0.6421,1484.4069,zat12
0.6349,1136.6202,zat12
0.6277,873.4663,zat12
0.6205,793.2636,zat12
0.6133,848.7563,zat12
0.6061,914.9733,zat12
0.5988,1050.8561,zat12
0.5916,1021.1448,zat12
0.5844,971.8018,zat12
0.5772,1111.7563,zat12
0.57,1211.2446,zat12
0.5628,1198.6799,zat12
0.5556,1195.8727,zat12
0.5483,1108.9626,zat12
0.5411,1062.4207,zat12
0.5339,1221.1792,zat12
0.5267,1279.4475,zat12
0.5195,1000.4407,zat12
0.5123,1100.8536,zat12
0.5051,1412.8572,zat12
0.4978,1447.2163,zat12
0.4906,1353.6395,zat12
0.4834,1387.3114,zat12
0.4762,1641.0461,zat12
0.469,1721.4619,zat12
0.4618,1404.1653,zat12
0.4545,1386.024,zat12
0.4473,1445.4965,zat12
0.4401,1574.4435,zat12
0.4329,1706.1582,zat12
0.4257,1615.8303,zat12
0.4185,1360.7307,zat12
0.4113,1187.9412,zat12
0.404,1069.5839,zat12
0.3968,1010.817,zat12
0.3896,987.9257,zat12
0.3824,1047.5682,zat12
0.3752,1305.0563,zat12
0.368,1615.0393,zat12
0.3608,1721.7803,zat12
0.3535,1553.8779,zat12
0.3463,1600.6477,zat12
0.3391,1704.0476,zat12
0.3319,1759.4207,zat12
0.3247,1556.7467,zat12
0.3175,1425.5454,zat12
0.3102,1479.6736,zat12
0.303,1743.9454,zat12
0.2958,1825.594,zat12
0.2886,1933.1104,zat12
0.2814,1992.4044,zat12
0.2742,2079.3674,zat12
0.267,2343.2671,zat12
0.2597,2531.3984,zat12
0.2525,3052.5352,zat12
0.2453,3270.7715,zat12
0.2381,3447.0459,zat12
0.2309,3847.6064,zat12
0.2237,4445.8398,zat12
0.2165,4713.3906,zat12
0.2092,4767.5171,zat12
0.202,4563.7715,zat12
0.1948,3970.7246,zat12
0.1876,3276.8228,zat12
0.1804,2545.2722,zat12
0.1732,2389.7148,zat12
0.1659,2447.98,zat12
0.1587,2319.5505,zat12
0.1515,2166.8984,zat12
0.1443,2396.9622,zat12
0.1371,2382.0999,zat12
0.1299,2045.7516,zat12
0.1227,2466.0874,zat12
0.1154,2837.2029,zat12
0.1082,3043.3826,zat12
0.101,3431.459,zat12
0.0938,4315.8237,zat12
0.0866,5365.7197,zat12
0.0794,5055.4189,zat12
0.0722,3243.4238,zat12
0.0649,2213.2485,zat12
0.0577,1530.8984,zat12
0.0505,1012.9654,zat12
0.0433,697.6022,zat12
0.0361,573.4896,zat12
0.0289,457.2856,zat12
0.0216,365.0816,zat12
0.0144,349.3628,zat12
0.0072,374.1278,zat12
0,374.0625,zat12
0.4762,290,zat12
0.469,331.9678,zat12
0.4618,370.648,zat12
0.4546,345.3718,zat12
0.4473,349.2523,zat12
0.4401,387.6059,zat12
0.4329,438.7295,zat12
0.4257,477.0746,zat12
0.4185,498.6537,zat12
0.4113,520.9246,zat12
0.404,660.4802,zat12
0.3968,792.2712,zat12
0.3896,915.3013,zat12
0.3824,1018.9896,zat12
0.3752,1369.0669,zat12
0.368,2026.0682,zat12
0.3608,2917.7673,zat12
0.3535,3601.697,zat12
0.3463,3421.3171,zat12
0.3391,2747.5586,zat12
0.3319,2189.4006,zat12
0.3247,1913.2295,zat12
0.3175,1782.241,zat12
0.3103,1539.0199,zat12
0.303,1614.2719,zat12
0.2958,1712.7068,zat12
0.2886,1946.3958,zat12
0.2814,2267.1548,zat12
0.2742,2334.2285,zat12
0.267,2644.583,zat12
0.2597,2677.5569,zat12
0.2525,2832.4885,zat12
0.2453,2295.7429,zat12
0.2381,1555.3022,zat12
0.2309,1171.1227,zat12
0.2237,1085.6113,zat12
0.2165,1100.0443,zat12
0.2092,1060.8895,zat12
0.202,1015.9764,zat12
0.1948,1010.1836,zat12
0.1876,913.0912,zat12
0.1804,870.3653,zat12
0.1732,1003.4803,zat12
0.166,1206.63,zat12
0.1587,1484.3271,zat12
0.1515,1829.3264,zat12
0.1443,1859.9424,zat12
0.1371,1590.4373,zat12
0.1299,1726.9194,zat12
0.1227,2323.7256,zat12
0.1154,2689.1184,zat12
0.1082,2784.1226,zat12
0.101,2676.1228,zat12
0.0938,3139.3147,zat12
0.0866,3195.0027,zat12
0.0794,2569.5242,zat12
0.0722,1672.5576,zat12
0.0649,1580.968,zat12
0.0577,2219.5076,zat12
0.0505,2071.6565,zat12
0.0433,1345.3141,zat12
0.0361,822.7853,zat12
0.0289,845.9871,zat12
0.0217,727.7515,zat12
0.0144,552.1605,zat12
0.0072,489.9254,zat12
0,880.3752,zat12
0,5205,ub10
0.0072,6939.1362,ub10
0.0144,7340.5347,ub10
0.0216,6828.9355,ub10
0.0289,5956.54,ub10
0.0361,5197.8599,ub10
0.0433,3556.2952,ub10
0.0505,2721.1099,ub10
0.0577,2507.1748,ub10
0.0649,2290.7888,ub10
0.0722,2012.0767,ub10
0.0794,1719.0142,ub10
0.0866,1443.3346,ub10
0.0938,1669.2452,ub10
0.101,1874.3955,ub10
0.1082,1871.1953,ub10
0.1154,1817.8054,ub10
0.1227,1901.655,ub10
0.1299,1848.0463,ub10
0.1371,1939.9811,ub10
0.1443,1892.0112,ub10
0.1515,1920.8607,ub10
0.1587,1824.486,ub10
0.1659,2009.2444,ub10
0.1732,1918.5818,ub10
0.1804,1990.9293,ub10
0.1876,1794.767,ub10
0.1948,1587.9967,ub10
0.202,1464.8954,ub10
0.2092,1397.774,ub10
0.2165,1556.073,ub10
0.2237,1526.969,ub10
0.2309,1155.3928,ub10
0.2381,920.6785,ub10
0,3663,ub10
0.0072,4530.5537,ub10
0.0144,4959.5811,ub10
0.0216,4894.4775,ub10
0.0289,4065.823,ub10
0.0361,3728.9351,ub10
0.0433,2956.0276,ub10
0.0505,2673.3569,ub10
0.0577,2679.6738,ub10
0.0649,2547.0383,ub10
0.0722,2680.4736,ub10
0.0794,2680.8779,ub10
0.0866,2790.6477,ub10
0.0938,2989.6404,ub10
0.101,3189.2012,ub10
0.1082,3158.5901,ub10
0.1154,3268.0815,ub10
0.1227,3625.1758,ub10
0.1299,3864.1272,ub10
0.1371,3719.699,ub10
0.1443,3751.5383,ub10
0.1515,3950.3015,ub10
0.1587,3668.3022,ub10
0.1659,3334.6892,ub10
0.1732,3160.0405,ub10
0.1804,2737.8765,ub10
0.1876,2448.1594,ub10
0.1948,2444.9839,ub10
0.202,2630.3083,ub10
0.2092,2747.1968,ub10
0.2165,2826.9697,ub10
0.2237,2785.5171,ub10
0.2309,2497.043,ub10
0.2381,2117.6794,ub10
0.2453,2083.0532,ub10
0.2525,2401.5139,ub10
0.2597,2736.781,ub10
0.267,2948.7461,ub10
0.2742,3061.6172,ub10
0.2814,2946.5337,ub10
0.2886,2803.3831,ub10
0.2958,2633.3569,ub10
0.303,2354.408,ub10
0.3102,2271.356,ub10
0.3175,2112.2942,ub10
0.3247,2214.9492,ub10
0.3319,2144.8577,ub10
0.3391,2157.5444,ub10
0.3463,2112.9651,ub10
0.3535,1760.2096,ub10
0.3608,1703.4592,ub10
0.368,1616.178,ub10
0.3752,1573.9613,ub10
0.3824,1638.6205,ub10
0.3896,1620.5192,ub10
0.3968,1435.1617,ub10
0.404,1333.1949,ub10
0.4113,1212.9293,ub10
0.4185,1281.6799,ub10
0.4257,1256.4655,ub10
0.4329,1590.3748,ub10
0.4401,1730.2821,ub10
0.4473,1854.8009,ub10
0.4545,2091.9509,ub10
0.4618,2192.5535,ub10
0.469,2353.9683,ub10
0.4762,2104.2751,ub10
0.4834,2053.0081,ub10
0,5478,ub10
0.0072,5246.8853,ub10
0.0144,4630.3247,ub10
0.0216,4149.2666,ub10
0.0289,3511.4465,ub10
0.0361,2945.4089,ub10
0.0433,2398.3267,ub10
0.0505,2013.6753,ub10
0.0577,1873.0603,ub10
0.0649,2106.7871,ub10
0.0722,2225.3374,ub10
0.0794,2321.2432,ub10
0.0866,2467.5996,ub10
0.0938,3093.4004,ub10
0.101,2525.8201,ub10
0.1082,1926.4,ub10
0.1154,1524.4,ub10
0.1227,1232.16,ub10
0.1299,951.8,ub10
0.1371,748.88,ub10
0.1443,978.5594,ub10
0.1515,1308.1534,ub10
0.1587,1381.3793,ub10
0.1659,1333.032,ub10
0.1732,1188.8993,ub10
0.1804,1223.0337,ub10
0.1876,1277.4113,ub10
0.1948,1680.2657,ub10
0.202,1458.7944,ub10
0.2092,1587.5632,ub10
0.2165,1505.2982,ub10
0.2237,1520.2649,ub10
0.2309,1574.9355,ub10
0.2381,1529.5406,ub10
0.2453,1516.0101,ub10
0.2525,1523.5343,ub10
0.2597,1327.4712,ub10
0.267,1296.1322,ub10
0.2742,1327.5865,ub10
0.2814,1308.6951,ub10
0,7094,ub10
0.0072,8460.6602,ub10
0.0144,8365.417,ub10
0.0216,7824.8882,ub10
0.0289,7363.9751,ub10
0.0361,6257.8145,ub10
0.0433,4275.5884,ub10
0.0505,2313.7073,ub10
0.0577,1669.7034,ub10
0.0649,1667.1528,ub10
0.0722,2116.719,ub10
0.0794,2689.9404,ub10
0.0866,3176.749,ub10
0.0938,3275.5034,ub10
0.101,2497.6863,ub10
0.1082,1732.5142,ub10
0.1154,1272.9609,ub10
0.1227,1545.8844,ub10
0.1299,2825.2124,ub10
0.1371,3182.0398,ub10
0.1443,3425.4175,ub10
0.1515,2830.4426,ub10
0.1587,2792.9229,ub10
0.1659,2666.5796,ub10
0.1732,2767.8442,ub10
0.1804,2618.4829,ub10
0.1876,2415.5471,ub10
0.1948,2352.4932,ub10
0.202,2690.137,ub10
0.2092,2979.2473,ub10
0.2165,3208.3926,ub10
0.2237,3292.0159,ub10
0.2309,3868.0203,ub10
0.2381,3421.4561,ub10
0.2453,3267.4983,ub10
0.2525,2753.2803,ub10
0.2597,2802.8271,ub10
0,8077,ub10
0.0072,8162.0049,ub10
0.0144,7131.5908,ub10
0.0216,5983.3428,ub10
0.0289,4458.9746,ub10
0.0361,4120.2915,ub10
0.0433,4429.6763,ub10
0.0505,4179.5264,ub10
0.0577,3975.6936,ub10
0.0649,3643.0171,ub10
0.0722,3396.9763,ub10
0.0794,3547.2031,ub10
0.0866,3439.4978,ub10
0.0938,3499.1008,ub10
0.101,3079.8528,ub10
0.1082,3079.9124,ub10
0.1154,3562.6345,ub10
0.1227,4019.0842,ub10
0.1299,4482.0498,ub10
0.1371,5121.521,ub10
0.1443,4908.2773,ub10
0.1515,4154.4004,ub10
0.1587,4335.8945,ub10
0.1659,4019.0022,ub10
0.1732,3511.7134,ub10
0.1804,3579.5054,ub10
0.1876,3266.4346,ub10
0.1948,2644.9326,ub10
0.202,2152.9575,ub10
0.2092,1861.3002,ub10
0.2165,2016.0115,ub10
0.2237,2175.6306,ub10
0.2309,2180.8096,ub10
0.2381,2229.1453,ub10
0.2453,1897.5269,ub10
0.2525,1615.9604,ub10
0.2597,1553.396,ub10
0.267,1466.947,ub10
0.2742,1145.2833,ub10
0.2814,860.1448,ub10
0.2886,779.2837,ub10
0.2958,641.0723,ub10
0.303,661.8762,ub10
0,1888,ub10
0.0072,1764.9897,ub10
0.0144,2583.6306,ub10
0.0216,5208.8096,ub10
0.0289,7271.5898,ub10
0.0361,8281.4912,ub10
0.0433,8763.6768,ub10
0.0505,8038.5386,ub10
0.0577,7053.4536,ub10
0.0649,5680.9824,ub10
0.0722,4522.8027,ub10
0.0794,3985.6257,ub10
0.0866,3549.1643,ub10
0.0938,2811.2795,ub10
0.101,2187.1641,ub10
0.1082,2030.7939,ub10
0.1154,2083.6716,ub10
0.1227,2587.8518,ub10
0.1299,3255.7681,ub10
0.1371,3516.1169,ub10
0.1443,3618.7715,ub10
0.1515,3889.8008,ub10
0.1587,3791.1338,ub10
0.1659,3755.3696,ub10
0.1732,3665.8604,ub10
0.1804,3538.7532,ub10
0.1876,3012.2754,ub10
0.1948,2909.365,ub10
0.202,3084.4758,ub10
0.2092,2746.3789,ub10
0.2165,2593.1274,ub10
0.2237,2277.3755,ub10
0.2309,2246.3838,ub10
0.2381,2437.2529,ub10
0.2453,2664.7615,ub10
0.2525,2718.9331,ub10
0.2597,2726.0576,ub10
0.267,3008.7065,ub10
0.2742,3679.9771,ub10
0.2814,4298.4531,ub10
0.2886,4790.897,ub10
0.2958,5210.5918,ub10
0.303,5676.5698,ub10
0.3102,5698.1724,ub10
0.3175,5503.7285,ub10
0.3247,5300.9717,ub10
0.3319,4999.7515,ub10
0.3391,4535.1377,ub10
0.3463,3907.7961,ub10
0.3535,3342.3635,ub10
0.3608,2900.4431,ub10
0.368,2679.5325,ub10
0.3752,2470.22,ub10
0.3824,2213.187,ub10
0.3896,2223.6992,ub10
0.3968,2361.5579,ub10
0.404,2424.1892,ub10
0.4113,2344.4236,ub10
0.4185,1994.9943,ub10
0.4257,1448.0331,ub10
0.4329,1087.6047,ub10
0.4401,1229.616,ub10
0,1444,ub10
0.0072,3832.4751,ub10
0.0144,4498.7056,ub10
0.0216,5145.2031,ub10
0.0289,5379.604,ub10
0.0361,4776.8315,ub10
0.0433,4036.6787,ub10
0.0505,3885.125,ub10
0.0577,2576.7014,ub10
0.0649,2398.0312,ub10
0.0722,2443.4609,ub10
0.0794,2162.1619,ub10
0.0866,2355.6028,ub10
0.0938,2446.8899,ub10
0.101,2613.7703,ub10
0.1082,2907.0969,ub10
0.1154,3288.2708,ub10
0.1227,3208.9971,ub10
0.1299,3177.7217,ub10
0.1371,3845.0532,ub10
0.1443,3691.3276,ub10
0.1515,3799.1453,ub10
0.1587,4479.9497,ub10
0.1659,4094.917,ub10
0.1732,5063.5859,ub10
0.1804,3764.6848,ub10
0.1876,4683.3843,ub10
0.1948,3756.0664,ub10
0.202,3420.8315,ub10
0.2092,3483.2898,ub10
0.2165,3351.1741,ub10
0.2237,3791.9131,ub10
0.2309,4303.1484,ub10
0.2381,3569.3105,ub10
0.2453,3376.6504,ub10
0.2525,2777.9106,ub10
0.2597,2716.0737,ub10
0.267,2646.7236,ub10
0.2742,2600.8887,ub10
0.2814,3093.6631,ub10
0.2886,2729.3738,ub10
0.2958,2819.179,ub10
0.303,2490.8018,ub10
0.3102,2125.5193,ub10
0.3175,2203.6345,ub10
0.3247,1734.2955,ub10
0.3319,1804.7117,ub10
0.3391,1814.9736,ub10
0.3463,1982.7404,ub10
0.3535,1974.094,ub10
0.3608,1925.3157,ub10
0.368,1697.156,ub10
0.3752,1794.4017,ub10
0.3824,1666.0209,ub10
0.3896,1899.2496,ub10
0.3968,1952.0736,ub10
0.404,2225.613,ub10
0.4113,2191.4949,ub10
0.4185,2198.0295,ub10
0.4257,2255.0103,ub10
0.4329,2400.2412,ub10
0.4401,1876.6384,ub10
0,5950,ub10
0.0072,5814.3955,ub10
0.0144,6861.1768,ub10
0.0216,6637.5859,ub10
0.0289,6573.9414,ub10
0.0361,6667.6201,ub10
0.0433,5863.5449,ub10
0.0505,5153.2729,ub10
0.0577,4108.4912,ub10
0.0649,3136.2781,ub10
0.0722,2484.9026,ub10
0.0794,2270.792,ub10
0.0866,2014.6794,ub10
0.0938,2024.8561,ub10
0.101,1899.2574,ub10
0.1082,1998.9865,ub10
0.1154,1941.8364,ub10
0.1227,1957.1006,ub10
0.1299,2214.0527,ub10
0.1371,2529.6729,ub10
0.1443,2844.9089,ub10
0.1515,2845.1121,ub10
0.1587,3279.7522,ub10
0.1659,3227.5911,ub10
0.1732,3095.7705,ub10
0.1804,2945.4568,ub10
0.1876,2388.4236,ub10
0.1948,2033.7262,ub10
0.202,1854.3756,ub10
0.2092,2014.6844,ub10
0.2165,2232.6433,ub10
0.2237,2410.4785,ub10
0.2309,2256.3584,ub10
0.2381,2286.6267,ub10
0.2453,2101.8333,ub10
0.2525,1852.0735,ub10
0,3168,ub10
0.0072,3161.7974,ub10
0.0144,3074.3801,ub10
0.0216,2932.011,ub10
0.0289,3095.4995,ub10
0.0361,3511.1829,ub10
0.0433,2666.0391,ub10
0.0505,2654.2222,ub10
0.0577,2850.4983,ub10
0.0649,2711.7224,ub10
0.0722,2284.5356,ub10
0.0794,2389.7656,ub10
0.0866,1866.0775,ub10
0.0938,1420.4187,ub10
0.101,1371.2399,ub10
0.1082,1595.4185,ub10
0.1154,1518.2155,ub10
0.1227,1543.0967,ub10
0.1299,1671.1078,ub10
0.1371,1699.3156,ub10
0.1443,1632.1754,ub10
0.1515,1657.4264,ub10
0.1587,1508.3568,ub10
0.1659,1427.7363,ub10
0.1732,1509.7633,ub10
0.1804,1650.3563,ub10
0.1876,1656.4857,ub10
0.1948,1733.467,ub10
0.202,1659.5292,ub10
0.2092,1630.5973,ub10
0.2165,1606.4364,ub10
0.2237,1670.8943,ub10
0.2309,1526.7731,ub10
0.2381,1480.7286,ub10
0.2453,1443.8656,ub10
0.2525,1349.5051,ub10
0.2597,1240.6311,ub10
0.267,1150.5125,ub10
0.2742,1129.2622,ub10
0.2814,1102.9983,ub10
0.2886,1117.0923,ub10
0.2958,1105.3938,ub10
0.303,1094.156,ub10
0.3102,1103.4998,ub10
0.3175,1138.3079,ub10
0.3247,1097.2975,ub10
0.3319,1078.9313,ub10
0.3391,1026.6149,ub10
0.3463,999.5731,ub10
0.3535,1015.9958,ub10
0.3608,1020.4189,ub10
0.368,1066.8134,ub10
0.3752,1116.9155,ub10
0.3824,1143.1522,ub10
0.3896,1202.2754,ub10
0.3968,1234.8364,ub10
0.404,1217.9513,ub10
0.4113,1264.6581,ub10
0.4185,1379.312,ub10
0.4257,1299.3685,ub10
0.4329,1253.308,ub10
0,5361,ub10
0.0072,4808.3032,ub10
0.0144,4728.4067,ub10
0.0216,5104.0645,ub10
0.0289,6640.1299,ub10
0.0361,6507.3594,ub10
0.0433,6199.6064,ub10
0.0505,6066.0605,ub10
0.0577,5462.2153,ub10
0.0649,4562.6665,ub10
0.0722,4453.147,ub10
0.0794,4085.1748,ub10
0.0866,3701.4102,ub10
0.0938,3420.0798,ub10
0.101,3147.7451,ub10
0.1082,3206.4819,ub10
0.1154,2854.1091,ub10
0.1227,2725.9163,ub10
0.1299,2715.6392,ub10
0.1371,2692.0005,ub10
0.1443,2879.4729,ub10
0.1515,2434.0435,ub10
0.1587,2362.9993,ub10
0.1659,2601.9846,ub10
0.1732,2558.6345,ub10
0.1804,2099.9226,ub10
0.1876,1839.6099,ub10
0.1948,1893.0219,ub10
0.202,1957.8126,ub10
0.2092,1831.8445,ub10
0.2165,2002.3834,ub10
0.2237,1943.5408,ub10
0.2309,1928.2352,ub10
0.2381,2011.7112,ub10
0.2453,1906.2789,ub10
0.2525,1428.9536,ub10
0.2597,1353.9719,ub10
