image,segment_id,length,direction,start_x,start_y,end_x,end_y,apex_id,intensity,intensity_ratio,diameter,rep_x,rep_y
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,df5b6fa4-28de-4fce-be71-0b8ae8837b82,35.341194,64.885158553,1491,647,1523,662,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,f668a92f-dd06-4902-ac0b-99ad062a24bf,25.059929,61.3895346712,634,648,612,660,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,45318c53-40bc-404e-9e8d-e8697475fb22,65.52099,15.9454037832,770,649,752,712,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,9fdf7a04-6ed0-4dc3-81fc-feb918f9f2bc,38.8973,17.9691355593,913,649,925,686,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a6ba8b05-d267-4bf5-aefe-efbd23562b0f,41.303753,83.0470400009,1302,660,1261,665,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,8839e8d7-255d-4d33-aae8-fef356c1e636,52.34501,46.5481619821,598,665,560,701,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,2cbab65d-0790-43f8-aaca-7661b4ac6431,51.613953,35.5376661801,703,666,733,708,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,05577c67-64b6-4f8b-88e6-aca0282f76fd,23.409399,70.016896876,1075,669,1053,677,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,d229b20d-99b4-4f95-b2ce-f793ebb82d7e,42.047592,2.7263116716,738,671,740,713,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,5141a61c-72f0-4488-a29b-190579428b92,54.129475,25.1447956975,1201,679,1224,728,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,ccb686f4-0103-4549-80e7-e607ad3510e4,61.400326,16.0735668193,1497,679,1514,738,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,c95ea6f6-a873-4a8d-a111-8757a79d50fe,30.528675,31.6074933694,1327,683,1343,709,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,de5b7767-81de-4322-8a38-2eb9cd59112a,44.94441,57.7243609064,1425,684,1463,708,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,967316bc-9dfe-4cf1-a674-056a10a8499b,56.435802,7.1250067721,1386,685,1379,741,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,61eac13a-ef69-4d5b-b8eb-a9f2a2b6c14d,100.71743,6.8427847221,913,687,925,787,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,83c9ddb0-6ee0-4726-9c3a-9825beb12737,52.43091,34.9024859081,1189,691,1219,734,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,d2e596db-821e-4b7c-b6a1-e5e573d4587b,50.24938,58.8406993182,672,692,629,718,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,8c724342-ed32-4589-959f-2610a76876df,34.058773,40.2363445555,996,692,1018,718,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,2d570e7b-76e3-4ed8-9d58-22f035fe85d8,22.561028,12.8042544255,996,694,991,716,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,dcafb169-5bbe-4b74-831f-1b60a09e8c46,49.40648,35.9420953413,1397,700,1426,740,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a7d92135-aeff-4f6d-b09b-c62ed02b2c43,84.59905,32.9386958722,557,701,511,772,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,b2442b34-490d-4f1e-8936-aa0c44e6aaa7,123.69317,22.8336509277,674,702,722,816,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,ce00f343-bcf1-4f08-a315-88cc7a2dd353,27.294687,61.557080578,1134,702,1158,715,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,04bc142b-e8f5-4d9b-aa68-b5aa20fd245b,44.553337,44.0906203041,480,703,511,735,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,78d34101-b62a-4c37-aea3-717a9d8d7516,51.971146,30.0183542364,935,704,961,749,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,662d186c-4416-4554-8e7f-cca1e7abbcd2,24.207438,38.2901764076,1174,706,1159,725,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,466c6f14-98bb-48ba-9dfb-29b05258c569,23.323807,59.0362490006,1463,709,1483,721,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,eb171aab-522a-4c43-b936-d6d4c1a03981,21.400934,52.5946415864,545,710,528,723,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,238e5c06-4ae8-4106-88a7-a790b464873a,22.847319,66.8014077393,762,713,741,722,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,4495cc87-93af-4622-9303-1ea508e25fd2,43.289722,83.3674714956,426,715,383,720,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,08b410da-8004-4121-99a1-da9d7ab03119,25.632011,20.5560546806,989,718,980,742,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,6b8dc991-4f2a-4b8e-90e7-fad3c929c8ae,21.931713,65.7722484955,1502,720,1482,729,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,099281f3-8f2a-4dda-8c25-4f6376dbe1b2,18.110771,6.3401920822,740,723,742,741,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,50c04d82-f5a5-484a-a775-e2b0c8cc03ea,57.271286,24.7751444931,622,724,598,776,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,2f79be05-bf57-4729-af5d-72b5e74d6377,15.811388,18.4349530942,739,726,734,741,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,9fc15161-1307-4621-a6dd-5a12e103a9d2,49.497475,45.0000039841,467,727,432,762,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,76e1c495-fa9b-4b33-8885-8c251f22db53,80.05623,41.4552314275,811,729,758,789,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,68da162a-61d9-46a5-8b66-0dc00b738678,40.706264,62.1759080107,1473,729,1437,748,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,18049164-15e2-41e4-ab74-79c7142c6d42,111.40018,36.972770887,1173,731,1240,820,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,543ea9fa-33d2-4c4b-abeb-f500ff67cae4,19.104973,42.8788901038,1222,732,1235,746,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,ff7e9274-1171-4a63-b763-5b204cff3489,38.28838,40.7636078386,1515,738,1540,767,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,35f7b69b-bb94-42a9-9cd1-374c376baa7a,38.209946,47.1210932766,1230,740,1258,766,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a7fd6cff-01ad-4d97-af10-3d8dee2d8a4e,43.931767,11.8215008534,1379,742,1388,785,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,e8e409cc-925c-40d2-9264-7f4cd87a0eb3,48.373547,60.2551222123,592,752,550,776,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,98020675-b471-4383-a0c4-3add6c4477cd,26.41969,60.5241100887,458,756,481,769,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,08f85d65-5802-449d-9c56-62e92aff732f,14.866069,47.7263149724,1127,756,1116,766,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,c0843d5f-8c1a-4801-801c-afc8464ad98d,40.792156,78.6900759897,1338,756,1298,764,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,15a7279a-43a7-496f-b433-7be8b718db1b,21.095022,5.4403283194,981,758,983,779,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,bec7fb55-d8c5-4af1-9efe-adcf55886e96,31.575306,79.0459425059,1100,762,1069,768,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,54996c7c-f8ce-4651-867a-1d0bd2b21ece,158.09175,33.3885048101,433,763,346,895,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,4086575f-406f-4396-b3e3-86be1ffcd65f,126.1943,19.4400304574,1104,763,1146,882,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,20b5cee4-7b12-421a-b097-704fe8e48942,24.758837,46.6365869776,1280,767,1298,784,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,aeee7608-5687-40b0-928c-c4c6cd561cff,26.832815,26.5650379128,1069,769,1081,793,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,4213f5c7-b26b-49bb-abcd-84cd931c7038,59.03389,26.1309916849,597,771,571,824,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,8616f450-9137-4c1f-b6b4-12458c6cc37b,23.769728,14.6208675451,1268,774,1274,797,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,733c0a0b-0bab-441c-865e-84808e656fc6,38.27532,56.7251028643,883,778,851,799,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a89b35a1-6b42-42b0-af2e-c46dd715a3d0,51.264023,20.5560546806,828,779,810,827,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,6defa5f9-c6f4-4062-b47f-1b0e37f7fcae,134.09325,2.1369209877,982,780,987,914,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,0a16fe8b-40a7-4bb5-9b80-d879ef0f5b1a,47.88528,28.7059456812,545,781,522,823,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,af022ae7-4392-4d35-acb5-e3160d3cd91a,82.0975,34.0771804903,608,783,654,851,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,49c96e90-5c19-480e-995a-4512e4f771af,26.41969,29.475899246,1485,784,1472,807,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,eb861f13-9344-4923-97e6-9f3bee2c3796,36.878178,77.4712027781,1529,786,1565,794,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,b0aa8b77-339b-4bb9-bd10-2fd735396ad1,38.078865,60.0684818295,1566,792,1599,811,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,c7563399-4cf0-44aa-b1d8-8d7f2bb65959,23.409399,19.9831110922,900,795,892,817,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,9e0f2e08-00d5-4808-8c23-c4288921a6a1,43.011627,72.4075723685,408,797,367,810,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,9bd44409-fdad-4175-befb-e6247941dd7b,24.41311,34.9920146612,951,800,937,820,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,171fa21e-adee-4cab-81d6-2903b195388a,25.806976,35.5376661801,1280,806,1295,827,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,6fef07ba-1dcb-416d-a9ad-5b2b1a5c5917,65,53.1301010966,559,809,507,848,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,99733e27-7253-4530-8e8a-a9a1ffa038ba,23.345236,43.2642889914,839,810,823,827,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,d7284161-59d9-436d-a654-bfd2510e2363,36.069378,43.8766987793,755,813,780,839,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a875d9d1-6138-4633-9db4-022ac9ff6ada,65,53.1301024631,1480,813,1532,852,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,04eaa197-f0ec-4933-bf5f-9dec85880871,61.400326,37.0565349605,936,814,899,863,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a31f879c-a8de-4eb0-a91f-dd85b12e2492,40.496914,20.2248465138,1091,819,1105,857,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,0203bb31-145e-4a3b-ac1d-02108f020957,22.135944,18.4349530942,1252,824,1245,845,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,68f9d6b0-1d84-4a5d-b7b1-833bce05d354,66.6033,41.3477788915,1338,825,1294,875,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,36111c5a-962c-45cd-a7f1-8eb593a1a042,36.40055,20.9245024051,692,826,679,860,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,07ee50e6-4b21-46e7-87e4-cc8fc6d98e44,90.873535,24.0265024851,944,826,981,909,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,5d7373c0-9959-45a4-8c9e-ba81a4e7efdc,23.259407,25.4633543539,791,834,781,855,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,ab32741c-c54d-435f-bce8-17cc4f2052e4,37.48333,46.0809374282,1340,839,1367,865,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,d44228c0-a8c8-4cd7-b7d0-65f303abd325,25.317978,80.9097235454,506,845,481,849,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,30de26b1-000d-471a-8446-261465f3f383,40.024994,77.0053688498,480,848,441,857,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,858ad028-6214-4975-842e-f54fdaa0f023,25,53.1301010966,621,848,601,863,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,454439df-36c9-4852-a16b-4b299e646b1d,41.59327,27.1811196094,883,849,864,886,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a74df4f3-500a-4f96-899a-f1f581d8953a,27.202942,17.1027397234,1533,850,1541,876,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,46f36fe7-dbdd-42bb-9ad6-5642cafa03fb,19.104973,47.1210932766,656,852,670,865,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,78428daa-1c57-4ec0-b42e-4e1d70abebd3,25.553865,30.5792220503,1280,853,1293,875,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,7c169cf4-29c9-4f85-bdab-a7c5d59691fc,46.8615,50.1944325163,790,856,826,886,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,b61a6a64-20fb-4aa9-91f5-6292185a52cb,24.596748,26.565063867,860,857,849,879,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,81e29de0-561d-4526-b422-3f0c9d3c546c,39.623226,47.0454134141,791,858,762,885,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,e25f0a8c-71e5-4487-85d6-6da36349630a,119.2057,3.3664629549,1597,859,1590,978,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,e25d690b-b68e-4163-9757-daf45db57003,26.476404,79.1144902844,600,860,574,865,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,db800776-d922-4b59-a1f1-967cb0129eca,72.615425,22.680572728,522,863,550,930,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,6d8bf0df-710d-43ac-867d-099be809ce49,40.5216,74.2488274442,650,863,611,874,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,b6a8f2d4-5236-4ef0-a256-3d395c37fea4,22.671568,41.42367732,1112,866,1127,883,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,17ea702a-5e42-4759-aa5d-143d504d8048,30.528675,58.3925023049,703,867,677,883,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,f3132587-39e6-4de7-910b-87fb9ee7bda3,51.894123,25.0835958361,676,875,654,922,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,c07b7129-0dd6-4b4b-b48c-f377900482e2,78.84795,15.4463095667,1290,875,1311,951,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,e101add6-e73d-4f5f-92ba-c7c2f7b18c8d,44.011364,21.3179226678,1299,876,1315,917,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,3eb69711-4059-49c3-a906-de3459cf9d2b,29.427877,9.7824148121,738,877,733,906,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a16a677f-87e8-4652-94df-1009a98abf33,107.42439,61.0490087599,668,880,574,932,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,2e985f38-dd20-416d-9cbd-14709bf02b4d,23.70654,62.3540270503,791,884,812,895,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,80fe11e7-5a48-4ed0-ba4b-b81b4e2c1f43,66.46804,45.0000039841,835,885,788,932,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,1d0ed01d-879d-46e7-be76-b3250f1f6267,18.601076,53.7461568389,761,886,746,897,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,0ec8018d-4438-4121-a05c-451ecafc0d2d,22.203604,35.8376480885,1148,887,1161,905,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,d2ccddd5-c3de-44a0-aa4c-9323335b7522,23.769728,22.249012689,1456,896,1447,918,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,b7302950-0e9e-4129-8b98-b7d969f3e384,25.632011,20.5560546806,888,901,879,925,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,387665b8-fdac-4435-8ae4-bfcca18ad682,45.79301,58.3925023049,1410,902,1371,926,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,23aabbc2-dae6-4b24-a867-cf7ccc52f4f3,26.400757,37.303951733,839,903,823,924,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,a7d3c3f3-a9ad-4546-83c4-5ecfea805077,28.460499,18.4349530942,736,908,727,935,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,31e15353-2086-4c7c-8261-ce35bb1fdd3d,23.345236,80.1341842524,430,912,453,916,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,d87acc08-90c8-4230-8032-7cd4998b68cd,34,28.0724866169,733,912,717,942,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,19db44b0-d094-49fe-b35e-a4c9d7b8644a,21.470911,62.2414641663,878,912,859,922,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,36ab948e-821c-42c8-aa00-005bda476344,38.209946,6.0090085032,749,913,745,951,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,e6721691-0dec-4347-88cb-b97621ef7e68,21.931713,43.152398199,984,915,999,931,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,9106b10a-a766-42f2-98f5-c5d033fa66bd,78.64477,41.3915330833,983,916,931,975,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,4311713c-44d8-4bcb-a260-bd793401b0dd,32.55764,10.6196594006,1558,919,1552,951,-1,-1,-1,-1,-1,-1
57-ZAT12-5-R24-SR1-FLT542-C-AQ1.tif,bf337a40-e7ed-4277-9e08-155a4d29c51b,37.44329,34.1144733231,649,923,670,954,-1,-1,-1,-1,-1,-1
