image,time_in_serie,rep_id,intensity,intensity_ratio,diameter,repx,repy
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,6e3cf1d5-cd73-4180-b152-d81cf702665e,6.5663266,2.5415695,45.122055,849,1242
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,0ae37972-1706-4d28-b759-fcd919fb0f33,7.9772725,2.1589744,41.785164,508,1258
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,d230f3b1-5165-4b25-9a2d-41fd64b9fe90,13.641248,2.9442255,86.34813,1694,1300
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,32b6ab63-0d55-4d30-a59a-5ea3e6fb7df9,7.455128,2.399398,36.71512,742,1271
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,66b8a741-b72f-4db5-b685-c4bb8d59f370,17.791836,2.7710485,34.48188,1307,1279
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,dadc047a-d578-462a-a3f0-72c87c94e8cd,18.755814,2.5208929,48.270073,1428,1296
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,41e455e0-9a14-4caa-adc8-4729513e9456,9.453238,2.5569825,116.1034,1502,1369
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,26f1f38a-51ea-48cc-9e9f-148c2fca80c9,8.910959,2.0199845,27.658634,1448,1335
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,5477efe3-9eab-4e34-a9e4-e2082f119831,7.360656,2.3942094,45.221676,580,1360
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,9e3b4d23-1113-4abd-8a0a-47e4ebc0db70,12.879093,2.614512,61.46544,1395,1384
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,4c2a7a9d-ac94-49b6-849f-e3d87ed3389f,11.527094,2.8386753,56.753853,799,1472
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,215a6957-7af1-408e-9b3d-d44ffc10360b,6.6494465,1.9594895,56.859474,662,1491
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,cad56bb3-e5c4-4ba0-b888-57bd63455185,10.868217,2.7368045,20,755,1512
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,0f126333-791a-445a-b7f8-04a61cabf8c4,6.288306,1.9907023,95.42536,706,1589
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,85d42497-9a1c-47fd-b609-235c31d86934,10.159091,2.5801642,22.022715,1121,1569
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,e1586f67-d2a7-4285-a518-f51dd6e7ed15,14.658163,3.0666552,48.166378,979,1636
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,3a3ef47a-a305-445e-aaa8-81fa53a9a095,11.784483,2.8229702,18.439089,889,1679
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,2c77ab12-869c-4fd4-bed9-688d6d015e0f,9.044118,2.4601626,36.23534,743,1692
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,1055a0c4-a0e5-41a2-899b-aaa412c674a7,12.1595745,3.2946193,48.8467,812,1713
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,d9c8323f-9ccd-4765-a713-83ca0e72e4bf,7.5049505,1.9630607,34.655445,1338,1718
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,597cabc7-0e97-41c2-ad73-a86183990662,11.856589,3.1193202,30,981,1743
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,d782d94e-33b0-4cc5-ab28-5e494160e2b9,10.431159,2.8284128,37.215588,1092,1811
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,fb60ed50-3c83-4ee1-bf4a-be342fd8d19d,7.284024,2.1161656,29.206163,1215,1853
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,1e7fcefe-ed16-46a7-a099-29c6adeb9f5f,7.662791,2.4650984,31.320919,817,1902
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,74640aac-0c55-42ce-b35c-389161385eb8,6.589947,1.8988358,56.82429,1181,1902
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,6d9bd9e8-0874-4088-89db-be1e9afba620,10.235698,2.8269618,62.1289,792,1931
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,b797f3fb-ec60-4561-a2ca-f3ecc129e7c0,9.302521,2.364047,20.880613,798,1961
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,7c79dbca-7477-40d8-b1e0-0f6b517eef38,6.3287673,2.1839826,25.612497,880,2029
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,22002b18-6717-4a65-8dd5-76570bf68c60,7.1049385,2.2276282,24.166092,852,2131
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,9ed9132c-2067-4f3f-adbf-a537a718a211,7.0539217,2.239055,22.472204,909,2245
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,d2d7950a-995d-4ed7-95d6-38bc0ca273fd,6.571429,2.5,22.671568,947,2304
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,7b79a5a3-6ef4-4630-a7a5-abd95ab4475f,7.3884296,2.3165548,19.849434,899,2331
57-ZAT12-5-R24-SR3-FLT542-C-AQ1.tif,2,066fd8ca-9952-4081-afaa-0816ae86cbbd,5.9535785,2.0649772,79.07591,879,2587
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,5295d18b-0386-440b-b844-163e96108384,6.62069,2.3580728,21.095022,666,602
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,70fc0e3b-3945-4db0-9c9d-51cf42eba99e,6.668639,2.2040815,33.54102,434,612
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,578bca02-de2e-4188-af12-0c3d52b32b00,8.021898,2.6023655,26.400757,487,623
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,44e350d9-e591-41c3-8a77-7611027519ae,9.307693,2.4183884,17.20465,525,754
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,e0f101f2-3636-4a68-892d-e849067b2aa4,8.130953,2.354319,17.464249,547,906
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,53ab9f95-15d2-4f06-9aba-0e42320cc354,9.806123,1.9594171,33.12099,1623,1043
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,c04d60e4-980a-4bf5-87eb-1c8c575d3492,6.1793103,2.0703125,34.058773,1353,1077
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,c0bcede9-64a2-498a-ac20-31f185e5932c,5.601036,1.7446809,40.22437,177,1179
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,47919d5d-9bad-4344-b9e7-bdcdfc15ba1a,6.4248366,2.446592,32.695564,754,1178
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,c4d89a40-88be-46e5-8fd5-743efbfa5b9c,7.980198,2.5570722,22.561028,1016,1249
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,0ae37972-1706-4d28-b759-fcd919fb0f33,7.222772,2.1055517,38.8973,508,1261
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,32b6ab63-0d55-4d30-a59a-5ea3e6fb7df9,6.6879435,2.0805938,25.553865,746,1271
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,66b8a741-b72f-4db5-b685-c4bb8d59f370,10.785714,2.475617,29.529646,1308,1280
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,dadc047a-d578-462a-a3f0-72c87c94e8cd,11.185185,2.2916665,47.518417,1429,1294
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,883a0eb5-aabe-4289-aa81-6a5984c1c43d,6.76699,1.9454807,15.6205,572,1285
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,d230f3b1-5165-4b25-9a2d-41fd64b9fe90,10.108,2.0292838,41.773197,1697,1309
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,41e455e0-9a14-4caa-adc8-4729513e9456,8.129555,1.9198207,45.88028,1484,1361
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,5477efe3-9eab-4e34-a9e4-e2082f119831,8.494949,2.4262784,33.30165,579,1362
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,b7399b8b-8ed5-4da2-81ab-55ca51707abe,7.933921,2.1774013,80.280754,1523,1385
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,9e3b4d23-1113-4abd-8a0a-47e4ebc0db70,9.837838,2.054945,45.617977,1395,1388
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,b0a9875b-52d7-41fa-996b-2842439332d4,5.2357144,1.6166439,42.047592,513,1403
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,4c2a7a9d-ac94-49b6-849f-e3d87ed3389f,8.831819,2.9104476,39.849716,797,1479
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,215a6957-7af1-408e-9b3d-d44ffc10360b,6.931937,1.6918429,40.311287,653,1493
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,cad56bb3-e5c4-4ba0-b888-57bd63455185,7.256,2.3980153,23.021729,754,1508
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,0f126333-791a-445a-b7f8-04a61cabf8c4,6.809816,2.0093093,90.27181,705,1589
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,e1586f67-d2a7-4285-a518-f51dd6e7ed15,9.313901,2.619644,33.06055,980,1636
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,2c77ab12-869c-4fd4-bed9-688d6d015e0f,8.372694,2.2393124,38.27532,743,1690
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,1055a0c4-a0e5-41a2-899b-aaa412c674a7,11.039344,2.960796,40.311287,812,1713
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,d9c8323f-9ccd-4765-a713-83ca0e72e4bf,5.7217393,1.586626,28.42534,1337,1717
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,597cabc7-0e97-41c2-ad73-a86183990662,10.7378645,3.1808317,18.027756,979,1745
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,d782d94e-33b0-4cc5-ab28-5e494160e2b9,8.1470585,2.697473,31.304953,1093,1813
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,1e7fcefe-ed16-46a7-a099-29c6adeb9f5f,5.965909,2.030476,25.298222,817,1902
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,6d9bd9e8-0874-4088-89db-be1e9afba620,9.077114,2.4456017,62.425957,791,1931
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,74640aac-0c55-42ce-b35c-389161385eb8,6.326389,1.8232712,25.059929,1193,1909
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,b797f3fb-ec60-4561-a2ca-f3ecc129e7c0,7.101124,2.2689874,17.492855,796,1959
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,9ed9132c-2067-4f3f-adbf-a537a718a211,5.755319,1.8743069,13.601471,906,2246
57-ZAT12-5-R24-SR5-FLT542-C-AQ2.tif,3,066fd8ca-9952-4081-afaa-0816ae86cbbd,5.7427983,1.9699033,77.27872,877,2590
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,e360b37b-79d9-46c1-9742-2d3b3de142fc,5.9363637,1.9831547,22.671568,853,528
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,5d7bb5a0-7656-4a93-b98a-05ed33d54aeb,5.758929,1.8124031,34.20526,932,1075
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,c4d89a40-88be-46e5-8fd5-743efbfa5b9c,8.281879,2.3225284,32.38827,1018,1247
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,dadc047a-d578-462a-a3f0-72c87c94e8cd,6.0795455,1.5906543,23.086792,1428,1290
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,5477efe3-9eab-4e34-a9e4-e2082f119831,6.95098,2.1551483,21.633308,576,1365
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,9e3b4d23-1113-4abd-8a0a-47e4ebc0db70,6.106383,1.5418118,23.021729,1396,1391
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,b7399b8b-8ed5-4da2-81ab-55ca51707abe,5.3854165,1.622824,29.068884,1536,1395
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,215a6957-7af1-408e-9b3d-d44ffc10360b,5.1546392,1.574,31.906113,647,1496
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,0f126333-791a-445a-b7f8-04a61cabf8c4,5.6153846,1.7513171,44.28318,692,1602
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,e1586f67-d2a7-4285-a518-f51dd6e7ed15,5.4078946,3.1435523,23.086792,982,1644
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,2c77ab12-869c-4fd4-bed9-688d6d015e0f,6.395238,1.8741623,42.190044,744,1684
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,1055a0c4-a0e5-41a2-899b-aaa412c674a7,7.737805,2.5208826,26.925823,810,1719
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,d782d94e-33b0-4cc5-ab28-5e494160e2b9,8.8109455,2.5584414,35.468296,1094,1810
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,74640aac-0c55-42ce-b35c-389161385eb8,6.0620155,1.7161126,23.259407,1199,1912
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,e47d2583-d13a-468f-bd2f-7af41b7f2356,5.328125,1.6891496,16.155495,1114,1932
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,6d9bd9e8-0874-4088-89db-be1e9afba620,6.7218046,2.2326622,24.207438,784,1945
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,849ca402-8e99-4ba6-86c5-6924385569ec,5.9210525,1.7266667,17.691807,870,2040
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,12602528-3005-48b2-b1cb-f6ce8776b7f0,6.9117646,1.9744681,13.453624,846,2072
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,9ed9132c-2067-4f3f-adbf-a537a718a211,5.6707315,1.9376343,17.720045,903,2253
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,da88e70f-0fa1-451d-866f-b9d6baea227e,5.378788,1.9549296,14.422205,956,2308
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,61938b04-4fa6-48ac-825b-cf47a044af78,6.4925375,2.0712643,15.264338,892,2335
57-ZAT12-5-R24-SR6-FLT542-C-AQ1.tif,4,066fd8ca-9952-4081-afaa-0816ae86cbbd,5,1.8100001,14.764823,877,2603
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,b5c7ebb0-312f-4b9c-874e-255ad8573253,6.720588,2.4945295,11.18034,411,623
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,d48b0807-f67d-42d9-b647-981ed2e48743,6.4714284,1.9315674,14.56022,577,855
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,ddb15516-14f8-439b-9f1b-a832c07a86dc,5.717949,1.9237667,17.088007,616,863
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,56077c11-890e-41f7-960e-6f3cebe772c7,6.6805553,2.1247401,17.20465,731,1066
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,e6d95ad1-f8f8-4e33-9992-d2cb78affc4e,6.411111,2.3795495,17.492855,726,1219
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,c4d89a40-88be-46e5-8fd5-743efbfa5b9c,5.8125,1.9193548,18.439089,1017,1250
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,2c77ab12-869c-4fd4-bed9-688d6d015e0f,5.575949,1.8036323,34.98571,743,1676
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,1055a0c4-a0e5-41a2-899b-aaa412c674a7,10.949495,2.8053505,16.643316,804,1725
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,d782d94e-33b0-4cc5-ab28-5e494160e2b9,6.2077923,1.960251,15.524175,1096,1811
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,6d9bd9e8-0874-4088-89db-be1e9afba620,7.6185565,2.775372,15.652476,776,1954
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,e9b17b60-f785-40ee-8b33-2654279f7a48,7.0491805,2.3255813,10.770329,785,1963
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,12602528-3005-48b2-b1cb-f6ce8776b7f0,6.876923,1.9038032,11.7046995,817,2041
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,849ca402-8e99-4ba6-86c5-6924385569ec,8.130769,2.0690634,20.615528,855,2054
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,b95f4eb0-9061-42d0-95eb-d7c034c07c32,6.6555557,1.8130217,14.764823,834,2163
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,6427438e-4c66-498c-999c-762dad7319b0,7.027397,2.0409358,12.806249,1046,2163
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,e9084301-f4c8-484c-8968-3aed4f3074ac,7.4,1.7675675,11.401754,877,2165
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,9ed9132c-2067-4f3f-adbf-a537a718a211,6.7222223,1.9690082,13.038404,891,2256
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,da88e70f-0fa1-451d-866f-b9d6baea227e,6.584615,1.932243,13.928389,958,2316
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,61938b04-4fa6-48ac-825b-cf47a044af78,7.0865383,2.0420625,17.20465,880,2339
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,7b143b76-da49-495b-9291-47d4ded38db5,6.125,1.9475219,11.7046995,872,2417
57-ZAT12-5-R24-SR7-FLT542-C-AQ1.tif,5,69a962a5-2555-4905-8352-2ebf6202b561,6.219178,1.9273127,12.529964,935,2424
